Anon Period;TGL Biz Desc;TGL Business Unit;TGL Business Segment;TGL Business Subsegment;Orders cons. (anon);Revenue cons. (anon)
21;SSI;SSI027;SSI02784;SSI0278434;97171;287024
22;SSI;SSI027;SSI02784;SSI0278434;2038567;367698
23;SSI;SSI027;SSI02784;SSI0278434;90097;234125
24;SSI;SSI027;SSI02784;SSI0278434;1221654;1077336
25;SSI;SSI027;SSI02784;SSI0278434;87765;250845
26;SSI;SSI027;SSI02784;SSI0278434;272140;306991
27;SSI;SSI027;SSI02784;SSI0278434;323047;441927
28;SSI;SSI027;SSI02784;SSI0278434;353911;304170
29;SSI;SSI027;SSI02784;SSI0278434;572414;496544
30;SSI;SSI027;SSI02784;SSI0278434;402194;574493
31;SSI;SSI027;SSI02784;SSI0278434;360572;526010
32;SSI;SSI027;SSI02784;SSI0278434;364539;616458
33;SSI;SSI027;SSI02784;SSI0278434;336279;544068
34;SSI;SSI027;SSI02784;SSI0278434;2587121;642038
35;SSI;SSI027;SSI02784;SSI0278434;293182;400855
36;SSI;SSI027;SSI02784;SSI0278434;462327;593360
37;SSI;SSI027;SSI02784;SSI0278434;472056;610747
38;SSI;SSI027;SSI02784;SSI0278434;377140;640468
39;SSI;SSI027;SSI02784;SSI0278434;438889;453375
40;SSI;SSI027;SSI02784;SSI0278434;456919;519820
41;SSI;SSI027;SSI02784;SSI0278434;392299;435721
42;SSI;SSI027;SSI02784;SSI0278434;557235;783430
37;SSI;SSI027;SSI02784;SSI0278436;620984;813872
38;SSI;SSI027;SSI02784;SSI0278436;3576391;375112
39;SSI;SSI027;SSI02784;SSI0278436;712318;1356692
40;SSI;SSI027;SSI02784;SSI0278436;1205330;1187864
41;SSI;SSI027;SSI02784;SSI0278436;5307952;1655978
42;SSI;SSI027;SSI02784;SSI0278436;5907806;1860601
39;SSI;SSI027;SSI02784;SSI0278438;0;0
40;SSI;SSI027;SSI02784;SSI0278438;9406;1304
41;SSI;SSI027;SSI02784;SSI0278438;5745;796
42;SSI;SSI027;SSI02784;SSI0278438;1469;1061
1;SSI;SSI027;SSI02784;SSI0278440;22701564;17050650
2;SSI;SSI027;SSI02784;SSI0278440;21365573;17963510
3;SSI;SSI027;SSI02784;SSI0278440;32050593;19469804
4;SSI;SSI027;SSI02784;SSI0278440;37452035;15981454
5;SSI;SSI027;SSI02784;SSI0278440;14026199;16230659
6;SSI;SSI027;SSI02784;SSI0278440;11789239;17885133
7;SSI;SSI027;SSI02784;SSI0278440;11873639;16637796
8;SSI;SSI027;SSI02784;SSI0278440;13934341;17340320
9;SSI;SSI027;SSI02784;SSI0278440;16063257;17879122
10;SSI;SSI027;SSI02784;SSI0278440;14063417;16203363
11;SSI;SSI027;SSI02784;SSI0278440;13467603;15075763
12;SSI;SSI027;SSI02784;SSI0278440;9626270;19784309
13;SSI;SSI027;SSI02784;SSI0278440;36939161;15906128
14;SSI;SSI027;SSI02784;SSI0278440;9269861;17228349
15;SSI;SSI027;SSI02784;SSI0278440;45310791;18169219
16;SSI;SSI027;SSI02784;SSI0278440;20422520;15145315
17;SSI;SSI027;SSI02784;SSI0278440;11878573;16237317
18;SSI;SSI027;SSI02784;SSI0278440;14067186;17937110
19;SSI;SSI027;SSI02784;SSI0278440;10743151;16595203
20;SSI;SSI027;SSI02784;SSI0278440;17056899;17343098
21;SSI;SSI027;SSI02784;SSI0278440;15887536;17101736
22;SSI;SSI027;SSI02784;SSI0278440;17975896;17075814
23;SSI;SSI027;SSI02784;SSI0278440;17988310;17388465
24;SSI;SSI027;SSI02784;SSI0278440;3051829;18450865
25;SSI;SSI027;SSI02784;SSI0278440;38091750;17098800
26;SSI;SSI027;SSI02784;SSI0278440;13491390;17961782
27;SSI;SSI027;SSI02784;SSI0278440;60688667;17991549
28;SSI;SSI027;SSI02784;SSI0278440;14404562;16673347
29;SSI;SSI027;SSI02784;SSI0278440;11870749;17057910
30;SSI;SSI027;SSI02784;SSI0278440;17852449;18888766
31;SSI;SSI027;SSI02784;SSI0278440;8229602;17591739
32;SSI;SSI027;SSI02784;SSI0278440;11172688;18621738
33;SSI;SSI027;SSI02784;SSI0278440;18932306;18756972
34;SSI;SSI027;SSI02784;SSI0278440;9904051;18124578
35;SSI;SSI027;SSI02784;SSI0278440;16221434;18652459
36;SSI;SSI027;SSI02784;SSI0278440;15908797;18867223
37;SSI;SSI027;SSI02784;SSI0278440;38704138;16705129
38;SSI;SSI027;SSI02784;SSI0278440;6870000;17805624
39;SSI;SSI027;SSI02784;SSI0278440;49664140;21825508
40;SSI;SSI027;SSI02784;SSI0278440;16839024;15467887
41;SSI;SSI027;SSI02784;SSI0278440;12412618;17116068
42;SSI;SSI027;SSI02784;SSI0278440;16483051;22027360
1;SSI;SSI027;SSI02784;SSI0278442;13581224;5486869
2;SSI;SSI027;SSI02784;SSI0278442;4930162;7009110
3;SSI;SSI027;SSI02784;SSI0278442;3228137;6229404
4;SSI;SSI027;SSI02784;SSI0278442;12762616;5168928
5;SSI;SSI027;SSI02784;SSI0278442;40503869;7192042
6;SSI;SSI027;SSI02784;SSI0278442;3587239;7478258
7;SSI;SSI027;SSI02784;SSI0278442;1375064;6379420
8;SSI;SSI027;SSI02784;SSI0278442;3932324;7092183
9;SSI;SSI027;SSI02784;SSI0278442;9168015;7059856
10;SSI;SSI027;SSI02784;SSI0278442;4951451;7472570
11;SSI;SSI027;SSI02784;SSI0278442;2518826;7764052
12;SSI;SSI027;SSI02784;SSI0278442;3888552;7563753
13;SSI;SSI027;SSI02784;SSI0278442;11926709;8026277
14;SSI;SSI027;SSI02784;SSI0278442;4286533;7891691
15;SSI;SSI027;SSI02784;SSI0278442;14079002;8476024
16;SSI;SSI027;SSI02784;SSI0278442;11354492;7760290
17;SSI;SSI027;SSI02784;SSI0278442;4292743;8085758
18;SSI;SSI027;SSI02784;SSI0278442;3731145;8529565
19;SSI;SSI027;SSI02784;SSI0278442;13266454;7879712
20;SSI;SSI027;SSI02784;SSI0278442;-4352488;8509103
21;SSI;SSI027;SSI02784;SSI0278442;9400544;8558814
22;SSI;SSI027;SSI02784;SSI0278442;5163391;8498372
23;SSI;SSI027;SSI02784;SSI0278442;6518182;8701213
24;SSI;SSI027;SSI02784;SSI0278442;13756261;9255729
25;SSI;SSI027;SSI02784;SSI0278442;15094081;8606991
26;SSI;SSI027;SSI02784;SSI0278442;5194524;8276874
27;SSI;SSI027;SSI02784;SSI0278442;16666270;9205449
28;SSI;SSI027;SSI02784;SSI0278442;10751368;8358541
29;SSI;SSI027;SSI02784;SSI0278442;23511475;9107949
30;SSI;SSI027;SSI02784;SSI0278442;7875152;10358861
31;SSI;SSI027;SSI02784;SSI0278442;3640375;10238834
32;SSI;SSI027;SSI02784;SSI0278442;20546118;10061839
33;SSI;SSI027;SSI02784;SSI0278442;11576481;10340273
34;SSI;SSI027;SSI02784;SSI0278442;7053208;11076814
35;SSI;SSI027;SSI02784;SSI0278442;4467010;9706707
36;SSI;SSI027;SSI02784;SSI0278442;10035988;10246541
37;SSI;SSI027;SSI02784;SSI0278442;15370848;10677973
38;SSI;SSI027;SSI02784;SSI0278442;4641376;12050956
39;SSI;SSI027;SSI02784;SSI0278442;17074560;11496217
40;SSI;SSI027;SSI02784;SSI0278442;8855160;10641917
41;SSI;SSI027;SSI02784;SSI0278442;12244564;12387476
42;SSI;SSI027;SSI02784;SSI0278442;628975;11590698
1;SSI;SSI027;SSI02784;SSI0278444;6367;428744
2;SSI;SSI027;SSI02784;SSI0278444;155061;543859
3;SSI;SSI027;SSI02784;SSI0278444;665117;892621
4;SSI;SSI027;SSI02784;SSI0278444;7045905;1073167
5;SSI;SSI027;SSI02784;SSI0278444;155604;1215367
6;SSI;SSI027;SSI02784;SSI0278444;208246;1361171
7;SSI;SSI027;SSI02784;SSI0278444;3310921;1616038
8;SSI;SSI027;SSI02784;SSI0278444;-181182;1433519
9;SSI;SSI027;SSI02784;SSI0278444;523604;1356919
10;SSI;SSI027;SSI02784;SSI0278444;1847502;1199793
11;SSI;SSI027;SSI02784;SSI0278444;874221;1498607
12;SSI;SSI027;SSI02784;SSI0278444;792976;1445080
13;SSI;SSI027;SSI02784;SSI0278444;92736;1205524
14;SSI;SSI027;SSI02784;SSI0278444;399820;1227126
15;SSI;SSI027;SSI02784;SSI0278444;2022515;1440075
16;SSI;SSI027;SSI02784;SSI0278444;1468192;1276591
17;SSI;SSI027;SSI02784;SSI0278444;-195193;1194556
18;SSI;SSI027;SSI02784;SSI0278444;261190;1296197
19;SSI;SSI027;SSI02784;SSI0278444;464248;1339975
20;SSI;SSI027;SSI02784;SSI0278444;542317;1223201
21;SSI;SSI027;SSI02784;SSI0278444;3110371;1243584
22;SSI;SSI027;SSI02784;SSI0278444;645939;1144920
23;SSI;SSI027;SSI02784;SSI0278444;6920447;1445377
24;SSI;SSI027;SSI02784;SSI0278444;6854947;2801012
25;SSI;SSI027;SSI02784;SSI0278444;843714;1564182
26;SSI;SSI027;SSI02784;SSI0278444;-391404;1436258
27;SSI;SSI027;SSI02784;SSI0278444;3129284;1704981
28;SSI;SSI027;SSI02784;SSI0278444;1020628;1448423
29;SSI;SSI027;SSI02784;SSI0278444;894092;1534531
30;SSI;SSI027;SSI02784;SSI0278444;672762;1740704
31;SSI;SSI027;SSI02784;SSI0278444;4860131;1566750
32;SSI;SSI027;SSI02784;SSI0278444;1745549;1854136
33;SSI;SSI027;SSI02784;SSI0278444;2013075;1572678
34;SSI;SSI027;SSI02784;SSI0278444;4398354;1670024
35;SSI;SSI027;SSI02784;SSI0278444;245692;1903173
36;SSI;SSI027;SSI02784;SSI0278444;1543825;1756317
37;SSI;SSI027;SSI02784;SSI0278444;-1405998;1311135
38;SSI;SSI027;SSI02784;SSI0278444;1422676;1420974
39;SSI;SSI027;SSI02784;SSI0278444;5585989;1649369
40;SSI;SSI027;SSI02784;SSI0278444;360702;1296181
41;SSI;SSI027;SSI02784;SSI0278444;7063263;1486747
42;SSI;SSI027;SSI02784;SSI0278444;317046;1813902
1;SSI;SSI027;SSI02784;SSI0278446;16289827;11602600
2;SSI;SSI027;SSI02784;SSI0278446;26355842;15146489
3;SSI;SSI027;SSI02784;SSI0278446;16081720;21019691
4;SSI;SSI027;SSI02784;SSI0278446;23263538;13467452
5;SSI;SSI027;SSI02784;SSI0278446;19677161;14876096
6;SSI;SSI027;SSI02784;SSI0278446;24727443;22085968
7;SSI;SSI027;SSI02784;SSI0278446;21073109;15050197
8;SSI;SSI027;SSI02784;SSI0278446;22321643;18371740
9;SSI;SSI027;SSI02784;SSI0278446;26449417;20975205
10;SSI;SSI027;SSI02784;SSI0278446;27544100;17111837
11;SSI;SSI027;SSI02784;SSI0278446;25331028;25300344
12;SSI;SSI027;SSI02784;SSI0278446;23317546;26487045
13;SSI;SSI027;SSI02784;SSI0278446;22405420;16608347
14;SSI;SSI027;SSI02784;SSI0278446;21898526;21803384
15;SSI;SSI027;SSI02784;SSI0278446;30135776;24469097
16;SSI;SSI027;SSI02784;SSI0278446;15425354;21310872
17;SSI;SSI027;SSI02784;SSI0278446;19620819;22201482
18;SSI;SSI027;SSI02784;SSI0278446;28879807;25316322
19;SSI;SSI027;SSI02784;SSI0278446;23452063;23098957
20;SSI;SSI027;SSI02784;SSI0278446;20045112;23000480
21;SSI;SSI027;SSI02784;SSI0278446;32690524;28320129
22;SSI;SSI027;SSI02784;SSI0278446;21399256;22322094
23;SSI;SSI027;SSI02784;SSI0278446;39693420;26153003
24;SSI;SSI027;SSI02784;SSI0278446;36342333;37242722
25;SSI;SSI027;SSI02784;SSI0278446;20276165;18587339
26;SSI;SSI027;SSI02784;SSI0278446;30821464;26398463
27;SSI;SSI027;SSI02784;SSI0278446;27328370;32812617
28;SSI;SSI027;SSI02784;SSI0278446;21284144;21670495
29;SSI;SSI027;SSI02784;SSI0278446;23255052;23109708
30;SSI;SSI027;SSI02784;SSI0278446;25079478;29679172
31;SSI;SSI027;SSI02784;SSI0278446;22294420;20943880
32;SSI;SSI027;SSI02784;SSI0278446;26764924;23617237
33;SSI;SSI027;SSI02784;SSI0278446;28526127;27773052
34;SSI;SSI027;SSI02784;SSI0278446;21169125;22362937
35;SSI;SSI027;SSI02784;SSI0278446;22874554;25501661
36;SSI;SSI027;SSI02784;SSI0278446;34140988;38856776
37;SSI;SSI027;SSI02784;SSI0278446;45845991;20802737
38;SSI;SSI027;SSI02784;SSI0278446;27140521;24565096
39;SSI;SSI027;SSI02784;SSI0278446;31386126;33001729
40;SSI;SSI027;SSI02784;SSI0278446;28030462;25935670
41;SSI;SSI027;SSI02784;SSI0278446;24189493;26754518
42;SSI;SSI027;SSI02784;SSI0278446;31252542;28863355
1;SSI;SSI027;SSI02784;SSI0278448;4294912;3215665
2;SSI;SSI027;SSI02784;SSI0278448;4481168;2991912
3;SSI;SSI027;SSI02784;SSI0278448;4622616;5032555
4;SSI;SSI027;SSI02784;SSI0278448;3321233;4923868
5;SSI;SSI027;SSI02784;SSI0278448;3545255;3613031
6;SSI;SSI027;SSI02784;SSI0278448;5437449;5218716
7;SSI;SSI027;SSI02784;SSI0278448;3606294;4065116
8;SSI;SSI027;SSI02784;SSI0278448;4286990;4229466
9;SSI;SSI027;SSI02784;SSI0278448;5398062;5413517
10;SSI;SSI027;SSI02784;SSI0278448;4436284;4572621
11;SSI;SSI027;SSI02784;SSI0278448;5192877;4825375
12;SSI;SSI027;SSI02784;SSI0278448;6617697;6945341
13;SSI;SSI027;SSI02784;SSI0278448;4018989;3558125
14;SSI;SSI027;SSI02784;SSI0278448;4489683;4317472
15;SSI;SSI027;SSI02784;SSI0278448;5056785;5007275
16;SSI;SSI027;SSI02784;SSI0278448;4198288;4406857
17;SSI;SSI027;SSI02784;SSI0278448;4711273;4478603
18;SSI;SSI027;SSI02784;SSI0278448;5391284;5421431
19;SSI;SSI027;SSI02784;SSI0278448;4124151;4167941
20;SSI;SSI027;SSI02784;SSI0278448;4267286;4564046
21;SSI;SSI027;SSI02784;SSI0278448;4843991;4826459
22;SSI;SSI027;SSI02784;SSI0278448;4133100;4341774
23;SSI;SSI027;SSI02784;SSI0278448;4446779;4570494
24;SSI;SSI027;SSI02784;SSI0278448;6165797;6055388
25;SSI;SSI027;SSI02784;SSI0278448;4191684;3720337
26;SSI;SSI027;SSI02784;SSI0278448;4486306;4453509
27;SSI;SSI027;SSI02784;SSI0278448;4815271;4679435
28;SSI;SSI027;SSI02784;SSI0278448;3786859;4239396
29;SSI;SSI027;SSI02784;SSI0278448;4614254;4779583
30;SSI;SSI027;SSI02784;SSI0278448;4822433;4616392
31;SSI;SSI027;SSI02784;SSI0278448;4515715;4289122
32;SSI;SSI027;SSI02784;SSI0278448;4254987;4112144
33;SSI;SSI027;SSI02784;SSI0278448;4777732;4707684
34;SSI;SSI027;SSI02784;SSI0278448;4134357;4092710
35;SSI;SSI027;SSI02784;SSI0278448;4841231;4925097
36;SSI;SSI027;SSI02784;SSI0278448;5498278;5705268
37;SSI;SSI027;SSI02784;SSI0278448;3538728;3520416
38;SSI;SSI027;SSI02784;SSI0278448;3953646;3964396
39;SSI;SSI027;SSI02784;SSI0278448;4402924;4528217
40;SSI;SSI027;SSI02784;SSI0278448;3995305;4249757
41;SSI;SSI027;SSI02784;SSI0278448;4511731;4483652
42;SSI;SSI027;SSI02784;SSI0278448;4432120;4128682
1;SSI;SSI027;SSI02784;SSI0278450;16225;16225
2;SSI;SSI027;SSI02784;SSI0278450;29556;29556
3;SSI;SSI027;SSI02784;SSI0278450;49843;49843
4;SSI;SSI027;SSI02784;SSI0278450;22422;19089
5;SSI;SSI027;SSI02784;SSI0278450;72531;72531
6;SSI;SSI027;SSI02784;SSI0278450;143275;143275
7;SSI;SSI027;SSI02784;SSI0278450;19839;20834
8;SSI;SSI027;SSI02784;SSI0278450;207454;180005
9;SSI;SSI027;SSI02784;SSI0278450;87584;88410
10;SSI;SSI027;SSI02784;SSI0278450;89383;140748
11;SSI;SSI027;SSI02784;SSI0278450;81986;88363
12;SSI;SSI027;SSI02784;SSI0278450;208865;215537
13;SSI;SSI027;SSI02784;SSI0278450;186546;146420
14;SSI;SSI027;SSI02784;SSI0278450;139950;113168
15;SSI;SSI027;SSI02784;SSI0278450;101883;77991
16;SSI;SSI027;SSI02784;SSI0278450;86871;121915
17;SSI;SSI027;SSI02784;SSI0278450;106355;106356
18;SSI;SSI027;SSI02784;SSI0278450;206116;193711
19;SSI;SSI027;SSI02784;SSI0278450;507389;502982
20;SSI;SSI027;SSI02784;SSI0278450;262503;264391
21;SSI;SSI027;SSI02784;SSI0278450;234020;319504
22;SSI;SSI027;SSI02784;SSI0278450;288675;286299
23;SSI;SSI027;SSI02784;SSI0278450;310538;309733
24;SSI;SSI027;SSI02784;SSI0278450;291682;293770
25;SSI;SSI027;SSI02784;SSI0278450;226768;233579
26;SSI;SSI027;SSI02784;SSI0278450;286345;295359
27;SSI;SSI027;SSI02784;SSI0278450;262390;254167
28;SSI;SSI027;SSI02784;SSI0278450;264426;265360
29;SSI;SSI027;SSI02784;SSI0278450;294592;314759
30;SSI;SSI027;SSI02784;SSI0278450;407938;409337
31;SSI;SSI027;SSI02784;SSI0278450;224731;228841
32;SSI;SSI027;SSI02784;SSI0278450;280139;281575
33;SSI;SSI027;SSI02784;SSI0278450;253427;251752
34;SSI;SSI027;SSI02784;SSI0278450;261140;256347
35;SSI;SSI027;SSI02784;SSI0278450;371240;369286
36;SSI;SSI027;SSI02784;SSI0278450;434217;435200
37;SSI;SSI027;SSI02784;SSI0278450;266899;275839
38;SSI;SSI027;SSI02784;SSI0278450;260352;249785
39;SSI;SSI027;SSI02784;SSI0278450;257206;269149
40;SSI;SSI027;SSI02784;SSI0278450;420561;405443
41;SSI;SSI027;SSI02784;SSI0278450;333911;312416
42;SSI;SSI027;SSI02784;SSI0278450;435684;429601
1;SSI;SSI027;SSI02784;SSI0278452;6609941;7122757
2;SSI;SSI027;SSI02784;SSI0278452;6101013;7292165
3;SSI;SSI027;SSI02784;SSI0278452;10546053;6861828
4;SSI;SSI027;SSI02784;SSI0278452;6868524;6706545
5;SSI;SSI027;SSI02784;SSI0278452;6419192;6576723
6;SSI;SSI027;SSI02784;SSI0278452;6327076;7015009
7;SSI;SSI027;SSI02784;SSI0278452;12083105;7285418
8;SSI;SSI027;SSI02784;SSI0278452;8605674;7066996
9;SSI;SSI027;SSI02784;SSI0278452;7381144;7552169
10;SSI;SSI027;SSI02784;SSI0278452;7826311;7686212
11;SSI;SSI027;SSI02784;SSI0278452;8966119;7629087
12;SSI;SSI027;SSI02784;SSI0278452;6585325;8164209
13;SSI;SSI027;SSI02784;SSI0278452;7230932;6986515
14;SSI;SSI027;SSI02784;SSI0278452;7020265;7944767
15;SSI;SSI027;SSI02784;SSI0278452;11462584;7568749
16;SSI;SSI027;SSI02784;SSI0278452;8769070;7053004
17;SSI;SSI027;SSI02784;SSI0278452;8939773;7811985
18;SSI;SSI027;SSI02784;SSI0278452;8468941;8809545
19;SSI;SSI027;SSI02784;SSI0278452;8318087;7457370
20;SSI;SSI027;SSI02784;SSI0278452;8221421;8209135
21;SSI;SSI027;SSI02784;SSI0278452;7519610;8399202
22;SSI;SSI027;SSI02784;SSI0278452;7247085;8012116
23;SSI;SSI027;SSI02784;SSI0278452;7199373;8207887
24;SSI;SSI027;SSI02784;SSI0278452;6881492;8446563
25;SSI;SSI027;SSI02784;SSI0278452;6688608;7107160
26;SSI;SSI027;SSI02784;SSI0278452;7836095;7691562
27;SSI;SSI027;SSI02784;SSI0278452;9897929;8261300
28;SSI;SSI027;SSI02784;SSI0278452;6495462;6952298
29;SSI;SSI027;SSI02784;SSI0278452;6892539;7464431
30;SSI;SSI027;SSI02784;SSI0278452;6972557;7642562
31;SSI;SSI027;SSI02784;SSI0278452;8292389;7810656
32;SSI;SSI027;SSI02784;SSI0278452;8931963;7532210
33;SSI;SSI027;SSI02784;SSI0278452;7751507;8368168
34;SSI;SSI027;SSI02784;SSI0278452;10068826;8770455
35;SSI;SSI027;SSI02784;SSI0278452;8628975;8317404
36;SSI;SSI027;SSI02784;SSI0278452;8232251;9575856
37;SSI;SSI027;SSI02784;SSI0278452;7001747;7670928
38;SSI;SSI027;SSI02784;SSI0278452;8659036;8241930
39;SSI;SSI027;SSI02784;SSI0278452;12076546;8854950
40;SSI;SSI027;SSI02784;SSI0278452;10454088;8537573
41;SSI;SSI027;SSI02784;SSI0278452;8932606;8271978
42;SSI;SSI027;SSI02784;SSI0278452;10783161;8750183
37;SSI;SSI027;SSI02784;SSI0278454;61058;2419
38;SSI;SSI027;SSI02784;SSI0278454;42778;71188
39;SSI;SSI027;SSI02784;SSI0278454;115119;97875
40;SSI;SSI027;SSI02784;SSI0278454;63877;90277
41;SSI;SSI027;SSI02784;SSI0278454;1506037;16937
42;SSI;SSI027;SSI02784;SSI0278454;3775588;134988
39;SSI;SSI027;SSI02784;SSI0278456;83602;0
40;SSI;SSI027;SSI02784;SSI0278456;0;6950
41;SSI;SSI027;SSI02784;SSI0278456;0;6963
42;SSI;SSI027;SSI02784;SSI0278456;52577;7411
1;SSI;SSI027;SSI02784;SSI0278458;1281722;811186
2;SSI;SSI027;SSI02784;SSI0278458;423310;1360552
3;SSI;SSI027;SSI02784;SSI0278458;564366;1477222
4;SSI;SSI027;SSI02784;SSI0278458;4731177;670462
5;SSI;SSI027;SSI02784;SSI0278458;538251;886929
6;SSI;SSI027;SSI02784;SSI0278458;362655;1076354
7;SSI;SSI027;SSI02784;SSI0278458;316415;621000
8;SSI;SSI027;SSI02784;SSI0278458;546529;762461
9;SSI;SSI027;SSI02784;SSI0278458;210895;1077315
10;SSI;SSI027;SSI02784;SSI0278458;170;681022
11;SSI;SSI027;SSI02784;SSI0278458;854035;778686
12;SSI;SSI027;SSI02784;SSI0278458;923108;1391264
13;SSI;SSI027;SSI02784;SSI0278458;935503;608764
14;SSI;SSI027;SSI02784;SSI0278458;236534;1020192
15;SSI;SSI027;SSI02784;SSI0278458;4315194;1338269
16;SSI;SSI027;SSI02784;SSI0278458;2285562;775787
17;SSI;SSI027;SSI02784;SSI0278458;2223536;629486
18;SSI;SSI027;SSI02784;SSI0278458;5282790;978182
19;SSI;SSI027;SSI02784;SSI0278458;937094;1067853
20;SSI;SSI027;SSI02784;SSI0278458;603038;859746
21;SSI;SSI027;SSI02784;SSI0278458;692630;1133287
22;SSI;SSI027;SSI02784;SSI0278458;987794;844559
23;SSI;SSI027;SSI02784;SSI0278458;782697;760915
24;SSI;SSI027;SSI02784;SSI0278458;3636355;1814272
25;SSI;SSI027;SSI02784;SSI0278458;662;667776
26;SSI;SSI027;SSI02784;SSI0278458;1533404;1026287
27;SSI;SSI027;SSI02784;SSI0278458;4223280;1711371
28;SSI;SSI027;SSI02784;SSI0278458;634455;1324981
29;SSI;SSI027;SSI02784;SSI0278458;2483568;843074
30;SSI;SSI027;SSI02784;SSI0278458;988431;1332063
31;SSI;SSI027;SSI02784;SSI0278458;1228678;1063156
32;SSI;SSI027;SSI02784;SSI0278458;1714823;1068580
33;SSI;SSI027;SSI02784;SSI0278458;1209706;1693301
34;SSI;SSI027;SSI02784;SSI0278458;385769;982921
35;SSI;SSI027;SSI02784;SSI0278458;1741724;861212
36;SSI;SSI027;SSI02784;SSI0278458;380086;1548255
37;SSI;SSI027;SSI02784;SSI0278458;655165;1029256
38;SSI;SSI027;SSI02784;SSI0278458;1326500;1363963
39;SSI;SSI027;SSI02784;SSI0278458;4515948;2002259
40;SSI;SSI027;SSI02784;SSI0278458;671184;993378
41;SSI;SSI027;SSI02784;SSI0278458;354943;768443
42;SSI;SSI027;SSI02784;SSI0278458;936033;1609251
1;SSI;SSI027;SSI02784;SSI0278460;0;29995
2;SSI;SSI027;SSI02784;SSI0278460;1128;30569
3;SSI;SSI027;SSI02784;SSI0278460;104858;59876
4;SSI;SSI027;SSI02784;SSI0278460;114050;123891
5;SSI;SSI027;SSI02784;SSI0278460;7859;-50391
6;SSI;SSI027;SSI02784;SSI0278460;5798;401954
7;SSI;SSI027;SSI02784;SSI0278460;55072;164177
8;SSI;SSI027;SSI02784;SSI0278460;4695;60852
9;SSI;SSI027;SSI02784;SSI0278460;257674;527952
10;SSI;SSI027;SSI02784;SSI0278460;0;58217
11;SSI;SSI027;SSI02784;SSI0278460;143254;98811
12;SSI;SSI027;SSI02784;SSI0278460;7563;402489
13;SSI;SSI027;SSI02784;SSI0278460;0;88964
14;SSI;SSI027;SSI02784;SSI0278460;836587;296438
15;SSI;SSI027;SSI02784;SSI0278460;1163000;689111
16;SSI;SSI027;SSI02784;SSI0278460;479801;198556
17;SSI;SSI027;SSI02784;SSI0278460;3673;36295
18;SSI;SSI027;SSI02784;SSI0278460;-1897;402457
19;SSI;SSI027;SSI02784;SSI0278460;266878;107413
20;SSI;SSI027;SSI02784;SSI0278460;8321;228736
21;SSI;SSI027;SSI02784;SSI0278460;106755;464795
22;SSI;SSI027;SSI02784;SSI0278460;10;89214
23;SSI;SSI027;SSI02784;SSI0278460;699909;74668
24;SSI;SSI027;SSI02784;SSI0278460;-518873;526316
25;SSI;SSI027;SSI02784;SSI0278460;-21947;214247
26;SSI;SSI027;SSI02784;SSI0278460;26713;347249
27;SSI;SSI027;SSI02784;SSI0278460;1495232;773125
28;SSI;SSI027;SSI02784;SSI0278460;45498;49809
29;SSI;SSI027;SSI02784;SSI0278460;26408;118000
30;SSI;SSI027;SSI02784;SSI0278460;102203;456910
31;SSI;SSI027;SSI02784;SSI0278460;22577;75311
32;SSI;SSI027;SSI02784;SSI0278460;2079528;262244
33;SSI;SSI027;SSI02784;SSI0278460;54997;596737
34;SSI;SSI027;SSI02784;SSI0278460;56406;130235
35;SSI;SSI027;SSI02784;SSI0278460;243963;87495
36;SSI;SSI027;SSI02784;SSI0278460;30301;546766
37;SSI;SSI027;SSI02784;SSI0278460;67732;106702
38;SSI;SSI027;SSI02784;SSI0278460;27026;457874
39;SSI;SSI027;SSI02784;SSI0278460;1551658;723106
40;SSI;SSI027;SSI02784;SSI0278460;0;91230
41;SSI;SSI027;SSI02784;SSI0278460;3944;86211
42;SSI;SSI027;SSI02784;SSI0278460;2200252;162181
1;SSI;SSI027;SSI02784;SSI0278462;2960948;2728055
2;SSI;SSI027;SSI02784;SSI0278462;2142979;2338131
3;SSI;SSI027;SSI02784;SSI0278462;12184875;4049646
4;SSI;SSI027;SSI02784;SSI0278462;9466054;4098427
5;SSI;SSI027;SSI02784;SSI0278462;4506340;4308266
6;SSI;SSI027;SSI02784;SSI0278462;5981684;4879295
7;SSI;SSI027;SSI02784;SSI0278462;2815439;3359056
8;SSI;SSI027;SSI02784;SSI0278462;10036620;3724293
9;SSI;SSI027;SSI02784;SSI0278462;7760804;5855044
10;SSI;SSI027;SSI02784;SSI0278462;7114542;3988915
11;SSI;SSI027;SSI02784;SSI0278462;4729483;5670201
12;SSI;SSI027;SSI02784;SSI0278462;12624475;11879092
13;SSI;SSI027;SSI02784;SSI0278462;9339997;3874223
14;SSI;SSI027;SSI02784;SSI0278462;9752038;5676076
15;SSI;SSI027;SSI02784;SSI0278462;4609490;5645939
16;SSI;SSI027;SSI02784;SSI0278462;5866136;4933981
17;SSI;SSI027;SSI02784;SSI0278462;7202502;6393544
18;SSI;SSI027;SSI02784;SSI0278462;6633040;8752641
19;SSI;SSI027;SSI02784;SSI0278462;5874894;3898629
20;SSI;SSI027;SSI02784;SSI0278462;5508586;8235010
21;SSI;SSI027;SSI02784;SSI0278462;6119546;6063066
22;SSI;SSI027;SSI02784;SSI0278462;4979311;4013573
23;SSI;SSI027;SSI02784;SSI0278462;4746471;6031211
24;SSI;SSI027;SSI02784;SSI0278462;8397473;9609171
25;SSI;SSI027;SSI02784;SSI0278462;6958950;5514051
